data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status
data64049,WIKI_D_03880,D,"كانت رذرفورد معمدانية بإيمان قوي وكانت تعبر على ""اهتمام كبير باللياقة والأخلاق"" في الكتب ديالها، وكانت تنتقد ""الكتّاب اللي يصوّروا الجنسانية علانية أو اللي كانوا يعيشوا بطرق رذرفورد كانت تشوفها غير أخلاقية."" كانت تشكر الأعمال ديال الكتّاب الجنوبيين والكتّابات.","kanet rutherford me3mdaniya b iman qwi w kanet kat3ber 3la ""htimam kbir bl liyaqa w l akhlaq"" f l ktob dyalha, w kanet katntqed ""l ktab lli kayesawwo l jinsiya 3alniya aw lli kanaw ka3ichu b tarq rutherford kanet katshufha ghyr akhlaqiya."" kanet katshkor l a3mal dyal l ktab l janobiyin w l ktibat.","Rutherford was a Baptist with strong faith and expressed a ""great concern for fitness and ethics"" in her books, and she criticized ""authors who openly depicted sexuality or those who lived in ways that Rutherford considered immoral."" She appreciated the works of Southern writers and writings.","كانت رذرفورد معمدانية بإيمان قوي، وكانت تعبر عن ""اهتمام كبير باللياقة والأخلاق"" في كتبها، وكانت تنتقد ""الكتّاب الذين يصوّرون الجنسانية علانية أو الذين كانوا يعيشون بطرق كانت رذرفورد تعتبرها غير أخلاقية."" كانت تشكر أعمال الكتّاب الجنوبيين والكتابات.",46,VALIDATED
data64050,DATA_14472,B,فرقة دورست دولفينز VI للكريكيت - تأسست في 2013 - فرقة كريكيت للناس اللي ناقصين فالبصر - كتمثل دورست - ستيف بيلي - كابتان/مدرب.,Firqat Dorset Dolphins VI lil-kriket - Tassassat f 2013 - Firqat kriket d n-nas lli naqssin falbasar - Katmatel Dorset - Steve Bailey - Kaptan/mudarrab.,Dorset Dolphins VI Cricket Team - Established in 2013 - A cricket team for people with visual impairments - Represents Dorset - Steve Bailey - Captain/Coach.,فريق دورست دولفينز VI للكريكيت - تأسس في 2013 - فريق كريكيت للأشخاص ذوي الإعاقات البصرية - يمثل دورست - ستيف بيلي - قائد/مدرب.,26,VALIDATED
data64051,WIKI_D_05795,D,من بعد الغزو النورماندي، المئة ديال لي دابا هي إيستبورن، كانت مملوكة لروبرت، الكونت ديال مورتين، خو ويليام الفاتح من الأم. كتاب دومزدي كيذكر 28 حقل، كنيسة، طاحونة ديال الما، مصايد ديال الحوت ومقالي ديال الملح.,"mn b3d lghzw normanDi, lmiya dyal li daba hiya eastbourne, kanat mmluka l robert, lcount dyal mortain, khu william l fati7 mn l2om. ktab doomsday kidkr 28 7aql, knisa, 7na dyal lma, msa2id dyal l7out w m9ali dyal lml7.","After the Norman conquest, the hundred that is now Eastbourne was owned by Robert, the Count of Mortain, who was William the Conqueror's half-brother. The Domesday Book mentions 28 fields, a church, a water mill, fish traps, and salt pans.",بعد الغزو النورماندي، كانت المئة التي تُعرف الآن بإيستبورن مملوكة لروبرت، كونت مورتين، الذي هو الأخ غير الشقيق لويليام الفاتح. يذكر كتاب دومزدي 28 حقلًا، وكنيسة، وطاحونة للماء، ومصائد للأسماك، ومقالٍ للملح.,40,VALIDATED
data64052,WIKI_D_07300,D,براين روش و دانييل برينكمان قتارحو باللي التفاعل الاجتماعي ديال داسبليتوصوروس كان غادي يشبه بزاف التنين كومودو ديال دابا، فين الأفراد اللي ما كيتعاونوش كيتجمعو على الجثث، و بزاف ما كيهاجمو و حتى كياكلو بعضياتهم. الدليل على أكل لحوم البشر عند داسبليتوصوروس تنشر ف 2015.,"brayn rosh w daniel brinkman ktar7o bli tafa3ol l social dyal daspletosaurus kan gaadi ys7eb bezzaf tnin komodo dyal daba, fin l'afrad lli ma kiyta3awnush kiyTma3o 3la l joth, w bezzaf ma kihajmo w 7ta kiyaklo b3diyathom. l'adila 3la akl l7om l bachar 3nd daspletosaurus tanasher f 2015.","Brian Roach and Daniel Brinkman proposed that the social interaction of the Daspletosaurus would resemble that of today's Komodo dragon, where individuals that do not cooperate gather around carcasses, and many attack and even eat each other. Evidence of cannibalism in Daspletosaurus was published in 2015.",اقترح براين روش ودانييل برينكمان أن التفاعل الاجتماعي للداسبلتوصوروس كان سيشبه كثيرًا تنين الكومودو الحالي، حيث يجتمع الأفراد الذين لا يتعاونون حول الجثث، ويهاجم الكثيرون ويأكلون بعضهم البعض. تم نشر دليل على أكل لحوم البشر لدى الداسبلتوصوروس في عام 2015.,46,VALIDATED
data64053,WIKI_C_06964,C,و واحد الـ EP تابع سميتو Trouble – Norwegian Live EP طلقوه في الصيف ديال 2001، فيه خمسة ديال لي مورصو تسجلو live من طرف الفرقة في Rockefeller Music Hall في أوسلو، النرويج.,"w 7ed l-EP tab3 tsemma Trouble – Norwegian Live EP tlqoh f ssyf dyal 2001, fih 5 dyal l-morso tsjlo live men tarf l-fraq f Rockefeller Music Hall f Oslo, l-norway.","There is an EP called Trouble – Norwegian Live EP released in the summer of 2001, featuring five live recordings by the band at Rockefeller Music Hall in Oslo, Norway.",هناك EP يسمى Trouble – Norwegian Live EP تم إصداره في صيف عام 2001، ويحتوي على خمسة تسجيلات حية من قبل الفرقة في قاعة موسيقى روكفلر في أوسلو، النرويج.,30,VALIDATED
data64054,WIKI_C_12010,C,فلبولو، الكارد ديال المرمى كيلعب دور آخر مدافع بين هجوم ديال الفرقة الأخرى والبوطو ديالهم، اللي فيه جوج فاصلة تمانية د المترو مربع.,"fel polo, lkard dyal lmerma kil3ab dor akhir mdefa3 bin hajum dyal lferqa lakhra w lbotto dyalhom, li fih jouj fasla temnya d lmetro merba3.","In polo, the goalie's card plays another defender's role between the attack of the other team and their goal, which has two point eight meters square.",في لعبة البولو، يلعب بطاقة حارس المرمى دور مدافع آخر بين هجوم الفريق الآخر ومرماهم، الذي يبلغ مساحته مترين ونصف مربع.,26,VALIDATED
data64055,WIKI_D_00397,D,"""من بعد ما تعين برادمان كابتن ديال ليكيب ديال أستراليا مور التور ديال جنوب إفريقيا، حيدو كلاري غريميت، وخلّاو أوريلي هو الركيزة ديال الهجوم ديال البولينغ ديال أستراليا ف التور ديال آشز ضد MCC عام 1936-37.""","""mn b3d ma t3yn bradman kapitan dyal l'equipe dyal ustralya mur tour dyal janub ifriqya, 7aydu clarie grimmett, w khllaw o'reilly huwa rkiza dyal l'hujum dyal bowling dyal ustralya f tour dyal ashes d1a MCC 3am 1936-37.""","""After Bradman was appointed captain of the Australian team following the tour of South Africa, they removed Clarrie Grimmett and left O'Reilly as the cornerstone of Australia's bowling attack in the Ashes series against MCC in 1936-37.""","""بعد تعيين برادمان كابتنًا لمنتخب أستراليا بعد جولة جنوب إفريقيا، أقالوا كلاري غريميت، وتركوا أوريلي كركيزة لهجوم البولينغ الأسترالي في سلسلة الآشز ضد MCC عام 1936-37.""",37,VALIDATED
data64056,WIKI_D_02522,D,"فمتى، عيسى كينتقد الضربة ديال التلميذ بالسيف، وكيوصي التلاميذ ديالو ما يقاوموش الاعتقال ديالو. وكيقول: ""كل من خدا السيف بالسيف يموت.""","f matya, issa kinteqdeād leāđra dyal el teđem beđ sef, w kiwussi teđ lem dyalo ma yeqawmo sh le reāt dyalo. w kiqul: ""kol men khda sef beđ sef ymut.""","So when, Jesus criticizes the student's strike with the sword, and advises his students not to resist his arrest. And he says: ""Whoever takes the sword with the sword dies.""","فمتى، ينتقد عيسى ضربة التلميذ بالسيف، ويوصي تلاميذه بعدم مقاومة اعتقاله. ويقول: ""كل من أخذ السيف بالسيف يموت.""",30,VALIDATED
data64057,WIKI_C_02863,C,الجهة الغربية ديال أراد فيها تربة اللوس، أما الجهة الشرقية فيها صخور رسوبية، بحال الكلس والصوان والدولوميت.,"ljiha lghrbiya dyal Arad fiha trba l'loess, amma ljiha sharqiya fiha sokhour rsobiya, bhal lkalk ws'wan wdolomit.","The western side of Arad has loess soil, while the eastern side has sedimentary rocks, such as limestone, flint, and dolomite.",الجهة الغربية من أراد تحتوي على تربة اللوس، بينما الجهة الشرقية تحتوي على صخور رسوبية، مثل الكلس والصوان والدولوميت.,21,VALIDATED
data64058,DATA_24966,B,على حساب Allmusic، النسخة المنفردة كتكون مسجلة بطول ما بين 3 دقائق و 14 ثانية و 3 دقائق و 20 ثانية في ألبومات مختلفة.,"3la hsab Allmusic, nneskha lmonfarida katkon msejjla btol ma bin 3 dqaeq w 14 tania w 3 dqaeq w 20 tania fi alboumat mokhtalifa.","According to Allmusic, the single version is recorded with a length between 3 minutes and 14 seconds and 3 minutes and 20 seconds in various albums.",وفقًا لـ Allmusic، النسخة المنفردة مسجلة بطول يتراوح بين 3 دقائق و14 ثانية و3 دقائق و20 ثانية في ألبومات مختلفة.,26,VALIDATED
data64059,DATA_6989,A,يالله نتجمعو نتفرجو ف كاع الأفلام القديمة لي كيعجبونا,yallah ntjm3ou ntfrjou f ga3 l aflam l9dam li ki3jbouna,Let's gather and watch all the old movies that we like.,هيا نجتمع ونشاهد جميع الأفلام القديمة التي تعجبنا.,11,VALIDATED
data64060,WIKI_D_09144,D,"كيتوصف ب ""لاعب متعدد بزاف وعندو طاقة ما كتقاداش""، كريتشل كيبغي يلعب بزاف فدفاع على اليمين، واخا يقدر يلعب حتى على اليسار أو فالوسط. فاش كان فلاماصة ديال ويماوث، كان كيلعب مهاجم.","kitwsef b ""laa3ib mte3dd bzzaf w 3ndoo ta9a ma kti9dsh"", critchell kaybghi yel3b bzzaf f dfs 3la l ymeen, wakhha ygdr yel3b hta 3la l yssar awla f l wssT. fach kan f l amas de weymouth, kan yel3b mhhajm.","He is described as ""a very versatile player with boundless energy,"" and Critchell likes to play a lot in defense on the right, although he can also play on the left or in the center. When he was at Weymouth, he played as a forward.","يوصف بأنه ""لاعب متعدد للغاية ولديه طاقة لا تنضب""، وكريتشل يحب اللعب كثيرًا في الدفاع على اليمين، رغم أنه يمكنه اللعب أيضًا على اليسار أو في الوسط. عندما كان في ويماوث، كان يلعب كمهاجم.",45,VALIDATED
data64061,WIKI_C_07658,C,بيدرو كان جندي ميريكاني. تزاد ف لا موريطا، لمكسيك. على قبل شي فعلات ديال الشجاعة ف حرب ف ألمانيا، نهار 3 دجنبر 1944.,"bidro kan jondi f l-jish l-amriki. tzad f la morita, l-meksik. 3la qbel shi f3alat dyal shja3a f 7arb f almania, nhar 3 dyunbir 1944.","Pedro was an American soldier. He was born in La Morita, Mexico. Due to some acts of bravery in a war in Germany, on December 3, 1944.",كان بيدرو جنديًا أمريكيًا. وُلِد في لا موريطا، المكسيك. بسبب بعض أفعال الشجاعة في حرب في ألمانيا، في 3 ديسمبر 1944.,27,VALIDATED
data64062,WIKI_D_05864,D,اللعابة ديال Bunnies & Burrows كيلعبو الدور ديال الأرانب كشخصياتهم. التفاعل مع بزاف ديال أنواع الحيوانات جزء من اللعب العادي. البشر، اللي طريقة تفكيرهم ودوافعهم غريبة بالمرة، هوما الوحوش الوحيدين اللي ممكن يتلاقاو بيهم.,"l3aba dyal Bunnies & Burrows kayel3bo ddrour dyal l'aranib kshakhsyathom. ttafakol m3a bzzaf dyal anwa3 lhyawanat joz2 mn l'ab l3adi. lbshar, lli tari9t tafkirhom w dawafi3hom ghariba b lmra, homa lwohooch lwahidyn lli momkin itla9aw bihom.","The game Bunnies & Burrows allows players to take on the roles of rabbits as their characters. Interacting with many types of animals is part of normal play. Humans, whose way of thinking and motivations are quite strange, are the only monsters they might encounter.",لعبة Bunnies & Burrows تتيح للاعبين أن يتقمصوا أدوار الأرانب كشخصياتهم. التفاعل مع العديد من أنواع الحيوانات هو جزء من اللعب العادي. البشر، الذين طريقة تفكيرهم ودوافعهم غريبة تمامًا، هم الوحوش الوحيدة التي قد يلتقون بها.,45,VALIDATED
data64063,WIKI_C_09795,C,"الأستاذ رحيم، المدير ديال داك الشي، قال: ""بجمع كبار الأساتذة مع كبار الشركات، كنظن نقدروا نوجدو التكنولوجيا اللي غاتنفعنا في المستقبل.""","l'ostad rahim, lmdir dyal dak chi, qal: ""b jm3 kbar l'stada m3 kbar sh-sharikat, kanzunn an9dru nwajdu t-teknolojia lli ghatnf3na f l-mustaqbal.""","""Professor Rahim, the director of that thing, said: 'By gathering senior professors with major companies, I think we can find the technology that will benefit us in the future.'""","""قال الأستاذ رحيم، مدير ذلك الشيء: 'من خلال جمع كبار الأساتذة مع الشركات الكبرى، أعتقد أننا نستطيع إيجاد التكنولوجيا التي ستفيدنا في المستقبل.'""",29,VALIDATED
data64064,DATA_2283,A,ولكن قلتي ليا بلي مشيتي فشهر العسل!,walakin glti liya bli mchiti fcha8r l3asal!,But you told me that you went on your honeymoon!,ولكن قلت لي أنك ذهبت في شهر العسل!,10,VALIDATED
data64065,DATA_22140,B,شيوعيين غربيين نشرو بروباݣاندا السوفياتية، بحال ألتر برودي (قدمو كورليس لامونت) نشر كتاب ورا القطيعة لبولونية السوفياتية.,"shyou3iyyin gharbiyyin neshrou broubaganda ssovyatiya, bhal alter broudi (qeddmu courliss lamount) neshr ketab wra lqati3a lboulouniya ssovyatiya.","Western communists spread Soviet propaganda, like Alter Brody (who presented Corliss Lamont) published a book after the break with Soviet Poland.",نشر الشيوعيون الغربيون الدعاية السوفياتية، مثل ألتر برودي (الذي قدم كورليس لامونت) الذي نشر كتابًا بعد القطيعة مع بولندا السوفياتية.,21,VALIDATED
data64066,DATA_6265,A,بعيد بواحد مية متر على هنا,b3id b wa7d mya mitr 3la hna,It's a hundred meters away from here.,إنه يبعد مئة متر عن هنا.,7,VALIDATED
data64067,WIKI_C_01873,C,"لامريسيوم ما كايتسنعش نيشان من اليورانيوم - اللي هو المادة اللي كاينة بزاف فالمفاعلات - ولكن من البلوتونيوم 239. هاد اللخر خاصو يتصاوب هو اللول, بهاد العملية النووية:","lamricium ma kaytsna3ch nishan men l'uraniyum - li huwa l'ma7d li kayna bzaf fel mafe3lat - walakin men l'blutuniyum 239. had l'kher khasou ytsawb howa l'lawwal, behad l'3amaliya n'nawiya:","Americium is not directly produced from uranium - which is the material that is abundant in reactors - but from plutonium 239. This latter must be produced first, through this nuclear process:",لا يُنتَج الأميزيوم مباشرةً من اليورانيوم - الذي هو المادة المتوفرة بكثرة في المفاعلات - ولكن من البلوتونيوم 239. يجب إنتاج هذا الأخير أولاً، من خلال هذه العملية النووية:,32,VALIDATED
data64068,WIKI_C_11736,C,دومينݣو إم لانتيكان ولا العميد ديال الكلية دالغابة فماي 1966. لانتيكان دار واحد البرنامج ديال التطوير ديال الكامبوس ديال 5 سنين اللي فيه البني ديال بنايات جداد وتحديد ديال لبلايص ديال الديور ديال الطلبة وديال المستخدمين.,domingo m. lantican wla l3amid dyal lkolya d lghaba f may 1966. lantican dar wa7d lbarnamaj dyal ttatwir dyal lkampus dyal 5 snin lli fih lbni dyal bniyat jdad w t7did dyal lbliyas dyal ddor dyal ttallba w dyal lmostakhdimin.,Domingo M. Lantican or the dean of the college of the forest in May 1966. Lantican initiated a five-year development program for the campus that included the construction of new buildings and the allocation of spaces for student housing and staff.,دومينغو م. لانتكان أو عميد كلية الغابة في مايو 1966. بدأ لانتكان برنامج تطوير لمدة خمس سنوات للحرم الجامعي شمل بناء مبانٍ جديدة وتحديد أماكن سكن الطلاب والعاملين.,41,VALIDATED
data64069,WIKI_D_02433,D,السيتوزول ولا المادة السيتوبلازمية هو السائل اللي كاين داخل الخلايا. هو اللي كيشكل أغلب السائل داخل الخلايا. هو مقسوم لأجزاء صغيرة بأغشية. مثلاً، المادة الميتوكوندرية كتقسم الميتوكوندريون لأجزاء صغار بزاف.,"sitozol ola l-madda sitoplazmiyya huwa s-su'al li kayn daxl l-xalaaya. huwa lli k-ykiishkil aghlab s-su'al daxl l-xalaaya. huwa ma'qsum li 'ajza' sghra b-'aghshiya. mimtalan, l-madda mitokondriyya k-taqsim l-mitokondrion li 'ajza' sghar bezzaf.","The cytosol or cytoplasmic material is the fluid found inside cells. It constitutes most of the fluid within cells. It is divided into small parts by membranes. For example, mitochondrial material divides the mitochondrion into very small parts.",السيتوزول أو المادة السيتوبلازمية هو السائل الموجود داخل الخلايا. يشكل معظم السائل داخل الخلايا. ينقسم إلى أجزاء صغيرة بواسطة أغشية. على سبيل المثال، المادة الميتوكوندرية تقسم الميتوكوندريون إلى أجزاء صغيرة جداً.,38,VALIDATED
data64070,WIKI_C_05672,C,كوميط تي جوج: الجوج اللوالا من عشرة ديال كوميط جوج ديال RAF ركّبوهم باش يدربو الكرو، و الطيارة اللولة طارت لمرة اللولة في تسعود دجنبر 1955.,"komit t2: ljoj lewla men 3eshra dyal komit 2 dyal RAF rkbuhom bach ydrbo lkro, w tayaara lewla tarit lmerre lewla f tes3ud dijamber 1955.","Committee 2: the first two out of ten of Committee 2 of the RAF were assembled to train the crew, and the first plane flew for the first time on December 9, 1955.",اللجنة الثانية: الطائرتان الأوليان من عشرة من اللجنة الثانية التابعة لسلاح الجو الملكي البريطاني تم تجميعهما لتدريب الطاقم، والطائرة الأولى حلقت للمرة الأولى في التاسع من ديسمبر 1955.,33,VALIDATED
data64071,DATA_20422,B,فضفض ليا: كايلي اللي ما يمكنش تقاومها (2007; ألبوم تجميعي فيه الأغاني السينغل ديال إمبوسيبل برينسيس وأغاني أخرى من الألبوم).,fadfad liya: kayli li ma yemkench tqawemha (2007; alboum tajmi'i fih l'aghani s-singl dyal Impossible Princess w aghani okhra men l'album).,Vent to me: Kayli that you can't resist (2007; a compilation album featuring the singles of Impossible Princess and other songs from the album).,تحدث إلي: كايلي التي لا يمكنك مقاومتها (2007؛ ألبوم تجميعي يحتوي على الأغاني الفردية لألبوم إمبوسيبل برينسيس وأغاني أخرى من الألبوم).,24,VALIDATED
data64072,DATA_24712,B,فاللائحة الحمراء ديال الاتحاد الدولي لحماية الطبيعة، الضلم مسجل على أنه مهدد بالإنقراض حيث التوزيع ديالو متقطع ومحدود والسكان ديالو كينقصو دائما.,"F listih l7amra dyal Ittihad ddawli l7imayat tabi3a, ddlem msjjel 3la ennah mhdad bl inqirad 7it ttauzi3 dyalo mtqatte3 o me7dod o skkan dyalo kijnqso dima.","In the IUCN Red List, the species is recorded as endangered because its distribution is fragmented and limited, and its population is constantly decreasing.",في القائمة الحمراء للاتحاد الدولي لحماية الطبيعة، يتم تسجيل هذا النوع على أنه مهدد بالانقراض حيث إن توزيعه متقطع ومحدود، وسكانه يتناقصون باستمرار.,24,VALIDATED
data64073,DATA_5688,A,كولشي غادي يتقد ف اللخر,koulchi ghadi yt9ad f llekher,Everything will be settled in the end.,كل شيء سيتقرر في النهاية.,7,VALIDATED
data64074,DATA_13701,B,"المجموعة المتنوعة ديال ""إكسبو 67"" اللي كاينة ف متحف ومكتبة هاجلي فيها بزاف ديال المنشورات والوثائق المتعلقة بالمعرض الدولي والعالمي ديال 1967.","lmajmoo3a lmotanawi3a dyal ""Expo 67"" li kayna f mt7f o maktabat Hagley fiha bzzaf dyal lmanshoorat o lwatha2iq lmot3lliqa b lma3rid ddawli o l3alami dyal 1967.","The diverse collection of ""Expo 67"" located in the Hagley Museum and Library contains many publications and documents related to the international and world exhibition of 1967.","المجموعة المتنوعة من ""إكسبو 67"" الموجودة في متحف ومكتبة هاجلي تحتوي على العديد من المنشورات والوثائق المتعلقة بالمعرض الدولي والعالمي لعام 1967.",27,VALIDATED
data64075,DATA_7608,A,الله يعاونك أختي إلا دجيجاتك,lah y3awnk akhty ela djiyjatek,"May God help you, my sister, if you are in trouble.",الله يعينك أختي إذا كنتِ في مشكلة.,11,VALIDATED
data64076,DATA_16919,B,فـ 1989، الملحن الأمريكي هنري مانسيني والأوركسترا الملكية الفيلهارمونية سجلو نسخة أوركسترالية ديال الأغنية.,"f 1989, lmul77in lamericani henri mansini w l'orkestra lmalakiya lfilharmuniya sejlo nusxa orkestr'aliya dyal l'oghniya.","In 1989, the American composer Henry Mancini and the Royal Philharmonic Orchestra recorded an orchestral version of the song.",في عام 1989، سجل الملحن الأمريكي هنري مانسيني والأوركسترا الملكية الفيلهارمونية نسخة أوركسترالية من الأغنية.,19,VALIDATED
