data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status
data64049,WIKI_D_03880,D,"كانت رذرفورد معمدانية بإيمان قوي وكانت كاتعبّر على ""اهتمام كبير باللياقة والأخلاق"" في الكتب ديالها، و كانت كتنتقد ""الكتّاب اللي كايصوّرو الجنسانية علانية أو اللي كانو كيعيشو بطرق رذرفورد كانت كاتشوفها غيير أخلاقية."" كانت كاتشكر الأعمال ديال الكتّاب الجنوبيين والكتّابات.","kanet rutherford me3mdaniya b iman qwi w kanet kat3ber 3la ""htimam kbir bl liyaqa w l akhlaq"" f l ktob dyalha, w kanet katntqed ""l ktob lli kayesawwo l jinsiya 3alniya aw lli kanaw ka3ichu b tarq rutherford kanet katshufha ghyr akhlaqiya."" kanet katshkor l a3mal dyal l ktob l janobiyin w l ktibat.","Rutherford was Baptist with a strong faith and expressed a "" deep preoccupation with propriety and morality "" in her textbooks , criticizing "" authors who openly portrayed sexuality or themselves lived in ways Rutherford found immoral "" . She lauded the works of Southern writers and female writers .","كانت رذرفورد معمدانية ذات إيمان قوي، وعبرت عن ""اهتمام عميق باللياقة والأخلاق"" في كتبها المدرسية، منتقدة ""المؤلفين الذين صوروا الجنسانية علانية أو عاشوا بأنفسهم بطرق وجدتها رذرفورد غير أخلاقية"". وأشادت بأعمال الكتاب الجنوبيين والكاتبات.",40,GENERATED
data64050,DATA_14472,B,فرقة دورست دولفينز VI للكريكيت - تأسسات ف 2013 - فرقة كريكيت د الناس اللي ناقصين فالبصر - كتمثل دورست - ستيف بيلي - كابيتان/مدرب.,Firqat Dorset Dolphins VI lil-kriket - Tassissat f 2013 - Firqat kriket d n-nas lli naqssin falbasar - Katmatel Dorset - Steve Bailey - Kaptan/mudarrab.,Dorset Dolphins VI Cricket Club - Est 2013 - Visually Impaired Cricket Team - Representing Dorset - Steve Bailey - Captain / Coach,نادي دورست دولفينز السادس للكريكيت - تأسس عام 2013 - فريق الكريكيت للمكفوفين - ممثلًا مقاطعة دورست - ستيف بيلي - قائد / مدرب,23,GENERATED
data64051,WIKI_D_05795,D,من بعد الغزو النورماندي، المئة ديال لي دابا هي إيستبورن، كانت مملوكة لروبرت، الكونت ديال مورتين، خو ويليام الفاتح من الأم. كتاب دومزدي كيذكر 28 حقل، كنيسة، طاحونة ديال الما، مصايد ديال الحوت و مقالي ديال الملح.,"mn b3d lghzw normanDi, lmiya dyal li daba hiya eastbourne, kanat mmluka l robert, lcount dyal mortain, khu william l fati7 mn l2om. ktab doomsday kidkr 28 7aql, knisa, 7na dyal lma, msa2id dyal l7out w m9ali dyal lml7.","Following the Norman Conquest , the Hundred of what is now Eastbourne , was held by Robert , Count of Mortain , William the Conqueror 's half brother . The Domesday Book lists 28 ploughlands , a church , a watermill , fisheries and salt pans .",عقب الغزو النورماندي، كانت المئة التابعة لما يعرف الآن بإيستبورن، مملوكة لروبرت، كونت مورتين، الأخ غير الشقيق لويليام الفاتح. يذكر كتاب دومزداي 28 حقلاً، وكنيسة، وطاحونة مياه، ومصايد سمك، ومناطق لاستخراج الملح.,37,GENERATED
data64052,WIKI_D_07300,D,براين روش و دانييل برينكمان قتارحو باللي التفاعل الاجتماعي ديال داسبليتوصوروس كان غادي يشبه بزاف التنين كومودو ديال دابا، فين الأفراد اللي ما كيتعاونوش كيتجمعو على الجثث، و بزاف ما كيهاجمو و حتى كياكلو بعضياتهم. الدليل على أكل لحوم البشر عند داسبليتوصوروس تنشر ف 2015.,"brayn rosh w daniel brinkman ktar7o bli tafa3ol l social dyal daspletosaurus kan gaadi ys7eb bezzaf tnin komodo dyal daba, fin l'afrad lli ma kiyta3awnush kiyTma3o 3la l joth, w bezzaf ma kihajmo w 7ta kiyaklo b3diyathom. l'adila 3la akl l7om l bachar 3nd daspletosaurus tanasher f 2015.","Brian Roach and Daniel Brinkman have suggested that Daspletosaurus social interaction would have more closely resembled the modern Komodo dragon , where non @-@ cooperative individuals mob carcasses , frequently attacking and even cannibalizing each other in the process . Evidence of cannibalism in Daspletosaurus was published in 2015 .",اقترح براين روش ودانييل برينكمان أن التفاعل الاجتماعي للداسبليتوصوروس كان سيشبه عن كثب تنين كومودو الحديث، حيث تتجمع الأفراد غير المتعاونة حول الجثث، وغالباً ما تهاجم بعضها البعض بل وتأكلها. نُشر دليل على أكل لحوم البشر في الداسبليتوصوروس في عام 2015.,45,GENERATED
data64053,WIKI_C_06964,C,و واحد الـ EP تابع سميتو Trouble – Norwegian Live EP طلقوه في الصيف ديال 2001، فيه خمسة ديال لي مورصو تسجلو live من طرف الفرقة في Rockefeller Music Hall في أوسلو، النرويج.,"w 7ed l-EP tab3 tsemma Trouble – Norwegian Live EP tlqoh f ssyf dyal 2001, fih 5 dyal l-morso tsjlo live men tarf l-fraq f Rockefeller Music Hall f Oslo, l-norway.","An associated EP titled Trouble – Norwegian Live EP was released in the summer of 2001 , consisted of five tracks recorded live by the band at Rockefeller Music Hall in Oslo , Norway .","تم إصدار أسطوانة مطولة مصاحبة بعنوان ""ترابل - نرويجي لايف إي بي"" في صيف عام 2001، وتألفت من خمسة مقطوعات سجلتها الفرقة مباشرة على الهواء في قاعة روكفلر الموسيقية في أوسلو، النرويج.",33,GENERATED
data64054,WIKI_C_12010,C,فلبولو، الكارد ديال المرمى كيلعب دور آخر مدافع بين هجوم ديال الفرقة الأخرى و البوطو ديالهم، اللي فيه جوج فاصلة تمانية د المترو مربع.,"fel polo, lkard dyal lmerma kil3ab dor akhir mdefa3 bin hajum dyal lferqa lakhra w lbotto dyalhom, li fih jouj fasla temnya d lmetro merba3.","In water polo , the goalkeeper occupies a position as the last line of defense between the opponent 's offence and their own team 's goal , which is 2 @.@ 8 m2 ( 30 sq ft ) .",في رياضة كرة الماء، يشغل حارس المرمى مركز خط الدفاع الأخير بين هجوم الفريق المنافس ومرمى فريقه، والذي تبلغ مساحته 2.8 متر مربع.,24,GENERATED
data64055,WIKI_D_00397,D,"""من بعد ما تعين برادمان كابتن ديال ليكيب ديال أستراليا مور التور ديال جنوب إفريقيا، حيدو كلاري غريميت، وخلّاو أوريلي هو الركيزة ديال الهجوم ديال البولينغ ديال أستراليا ف التور ديال آشز ضد MCC عام 1936-37.""","mn b3d ma t3yn bradman kapitan dyal l'equipe dyal ustralya mur tour dyal janub ifriqya, 7aydu clarie grimmett, w khllaw o'reilly huwa rkiza dyal l'hujum dyal bowling dyal ustralya f tour dyal ashes d1a MCC 3am 1936-37.","With Bradman 's appointment as captain of the Australian team after the South African tour , Clarrie Grimmett was dropped , leaving O 'Reilly as the hub of the Australian bowling attack for the MCC Ashes tour in 1936 – 37 .",بعد تعيين برادمان قائدًا للفريق الأسترالي عقب جولة جنوب إفريقيا، تم استبعاد كلاري غريميت، تاركًا أوريلي محور هجوم البولينغ الأسترالي في جولة رماديات ضد إم سي سي في عام 1936-37.,36,GENERATED
data64056,WIKI_D_02522,D,"فمتى، عيسى كينتقد الضربة ديال التلميذ بالسيف، وكيوصي التلاميذ ديالو ما يقاوموش الاعتقال ديالو. وكيقول: ""كل من خدا السيف بالسيف يموت.""","f matya, issa kinteqdeād  leāđra dyal  el  teđem  beđ  sef, w  kiwussi  teđ  lem  dyalo  ma  yeqawmo  sh  le  reāt  dyalo. w  kiqul: ""kol  men  khda  sef  beđ  sef  ymut.""","In Matthew , Jesus criticizes the disciple 's attack with the sword , enjoining his disciples not to resist his arrest . He says , "" All who take the sword will perish by the sword "" ( Matthew 26 : 52 ) .","في متى، ينتقد يسوع هجوم التلميذ بالسيف، ويأمر تلاميذه بعدم مقاومة اعتقاله. ويقول: ""كل من أخذ بالسيف بالسيف يهلك"" (متى ٢٦: ٥٢).",21,GENERATED
data64057,WIKI_C_02863,C,الجهة الغربية ديال أراد فيها تربة اللوس، أما الجهة الشرقية فيها صخور رسوبية، بحال الكلس والصوان والدولوميت.,"ljiha lghrbiya dyal Arad fiha trba l'loess, amma ljiha sharqiya fiha sokhour rsobiya, bhal lkalk ws'wan wdolomit.","The western part of Arad is made up of Loess land , while the eastern part is made up of sedimentary rock , including chalk , flint and dolomite .",يتكون الجزء الغربي من عراد من تربة اللوس، بينما يتكون الجزء الشرقي من الصخور الرسوبية، بما في ذلك الطباشير والصوان والدولوميت.,17,GENERATED
data64058,DATA_24966,B,على حساب Allmusic، النسخة المنفردة كتكون مسجلة بطول ما بين 3 دقائق و 14 ثانية و 3 دقائق و 20 ثانية في ألبومات مختلفة.,"3la hsab Allmusic, nneskha lmonfarida katkon msejjla btol ma bin 3 dqaeq w 14 tania w 3 dqaeq w 20 tania fi alboumat mokhtalifa.","According to Allmusic , the solo version is listed at lengths between 3 : 14 and 3 : 20 on various albums .",وفقًا لموقع Allmusic ، تم إدراج النسخة المنفردة بأطوال تتراوح بين 3:14 و 3:20 في ألبومات مختلفة.,23,GENERATED
data64059,DATA_6989,A,يالله نتجمعو نتفرجو فكاع لأفلام القديمة لي كيعجبونا,yallah ntjm3ou ntfrjou f ga3 l aflam l9dam li ki3jbouna,let's have a movie night with all our favorite nostalgic films,دعونا نقضي ليلة لمشاهدة الأفلام مع كل أفلامنا المفضلة الحنينية,11,PARTIALLY VALIDATED
data64060,WIKI_D_09144,D,"كيتوصف ب ""لاعب متعدد بزاف و عندو طاقة ما كتقاداش""، كريتشل كيبغي يلعب بزاف فدفاع على اليمين، واخا يقدر يلعب حتى على اليسار أولا فالوسط. فاش كان فلاماصة ديال ويماوث، كان كيلعب مهاجم.","kitwsef b ""laa3ib mte3dd bzzaf w 3ndoo ta9a ma kti9dsh"", critchell kaybghi yel3b bzzaf f dfs 3la l ymeen, wakhha ygdr yel3b hta 3la l yssar awla f l wssT. fach kan f l amas de weymouth, kan yel3b mhhajm.","Described as "" an extremely versatile player with boundless energy "" , Critchell has a preference for playing at right back , although he can also play on the left or in midfield . While in the Weymouth youth system , he played as a striker .","وُصِفَ كريتشل بأنه ""لاعب متعدد الاستخدامات بشكل كبير ويمتلك طاقة لا حدود لها""، ويفضل اللعب في مركز الظهير الأيمن، على الرغم من أنه يمكنه أيضًا اللعب على اليسار أو في خط الوسط. أثناء وجوده في نظام شباب وايموث، لعب كمهاجم.",33,GENERATED
data64061,WIKI_C_07658,C,بيدرو كانو * : جندي ميريكاني. تزاد ف لا موريطا، لمكسيك. على قبل شي فعلات ديال الشجاعة ف حرب ف <unk>، ألمانيا، نهار 3 دجنبر 1944.,"bidro kano*: jondi f l-jish l-amriki. tzad f la morita, l-meksik. 3la qbel shi f3alat dyal shja3a f 7arb f <unk>, almania, nhar 3 dyunbir 1944.","Pedro Cano * : United States Army . Born in La Morita , Mexico . For courageous actions during combat operations in <unk> , Germany , on Dec. 3 , 1944 .",بيدرو كانو*: جندي في الجيش الأمريكي. وُلد في لا موريتـا، المكسيك. لعمله الشجاع خلال العمليات القتالية في <unk>، ألمانيا، في 3 ديسمبر 1944.,26,GENERATED
data64062,WIKI_D_05864,D,اللعابة ديال Bunnies & Burrows كيلعبو الدور ديال الأرانب كشخصياتهم. التفاعل مع بزاف ديال أنواع الحيوانات جزء من اللعب العادي. البشر، اللي طريقة تفكيرهم ودوافعهم غريبة بالمرة، هوما الوحوش الوحيدين اللي ممكن يتلاقاو بيهم.,"l3aba dyal Bunnies & Burrows kayel3bo ddrour dyal l'aranib kshakhsyathom. ttafakol m3a bzzaf dyal anwa3 lhyawanat joz2 mn l'ab l3adi. lbshar, lli tari9t tafkirhom w dawafi3hom ghariba b lmra, homa lwohooch lwahidyn lli momkin itla9aw bihom.","Players of Bunnies & Burrows take the role of rabbits as their player characters . Interaction with many different animal species is part of normal gameplay . Humans , whose thought processes and motivations are completely alien , are the only monster to be encountered .",يؤدي اللاعبون في لعبة Bunnies & Burrows دور الأرانب كشخصيات لهم. التفاعل مع العديد من الأنواع الحيوانية المختلفة هو جزء من اللعب العادي. البشر، الذين عملياتهم الفكرية ودوافعهم غريبة تمامًا، هم الوحش الوحيد الذي يمكن مواجهته.,34,GENERATED
data64063,WIKI_C_09795,C,"الأستاذ رحيم، المدير ديال داك الشي، قال: ""بجمع كبار الأساتذة مع كبار الشركات، كنظن نقدروا نوجدو التكنولوجيا اللي غاتنفعنا في المستقبل.""","l'ostad rahim, lmdir dyal dak chi, qal: ""b jm3 kbar l'stada m3 kbar sh-sharikat, kanzunn an9dru nwajdu t-teknolojia lli ghatnf3na f l-mustaqbal.""","Professor Rahim <unk> , Director of the <unk> , said , “ By bringing together leading academics with heavyweight industry partners , I believe we can develop the technologies required for the future .","قال الأستاذ رحيم، مدير <unk> ، ""من خلال جمع الأكاديميين البارزين مع شركاء الصناعة الرائدين، أعتقد أنه يمكننا تطوير التقنيات اللازمة للمستقبل.""",21,GENERATED
data64064,DATA_2283,A,ولاكن قلتي ليا بللي مشيتي فشهر العسل!,walakin glti liya bli mchiti fcha8r l3asal!,But you told me you went on a honeymoon!,ولكنك أخبرتني أنك ذهبت في شهر العسل!,9,PARTIALLY VALIDATED
data64065,DATA_22140,B,شيوعيين غربيين نشرو بروباݣاندا السوفياتية، بحال ألتر برودي (قدمو كورليس لامونت) نشر كتاب ورا القطيعة لبولونية السوفياتية.,"shyou3iyyin gharbiyyin neshrou broubaganda ssovyatiya, bhal alter broudi (qeddmu courliss lamount) neshr ketab wra lqati3a lboulouniya ssovyatiya.","Some Western Communists propagated Soviet propaganda , e.g. , Alter Brody ( introduced by Corliss Lamont ) published a text Behind the Polish @-@ Soviet Break .","بعض الشيوعيين الغربيين روجوا للدعاية السوفيتية، على سبيل المثال، نشر ألتر برودي (الذي قدمه كورليس لامونت) نصًا بعنوان ""خلف الانفصال البولندي-السوفيتي"".",27,GENERATED
data64066,DATA_6265,A,بعيد ب واحد مية ميترو على هنا,b3id b wa7d myat mitro 3la hna,it's about 100 meters from here,إنها تبعد حوالي 100 متر من هنا,6,PARTIALLY VALIDATED
data64067,WIKI_C_01873,C,"لامريسيوم ما كايتسنعش نيشان من اليورانيوم - اللي هو المادة اللي كاينة بزاف فالمفاعلات - ولكن من البلوطونيوم 239. هاد اللخر خاصو يتصاوب هو اللول, بهاد العملية النووية:","lamricium ma kaytsna3ch nishan men l'uraniyum - li huwa l'ma7d li kayna bzaf fel mafe3lat - walakin men l'blutuniyum 239. had l'kher khasou ytsawb howa l'lawwal, behad l'3amaliya n'nawiya:","Americium is not synthesized directly from uranium – the most common reactor material – but from the plutonium isotope 239Pu . The latter needs to be produced first , according to the following nuclear process :",لا يتم تصنيع الأمريسيوم مباشرة من اليورانيوم - وهو المادة الأكثر شيوعًا في المفاعلات - بل من نظير البلوتونيوم 239Pu. يجب إنتاج الأخير أولاً، وفقًا للعملية النووية التالية:,28,GENERATED
data64068,WIKI_C_11736,C,دومينݣو إم لانتيكان ولا العميد ديال الكلية دالغابة فماي 1966. لانتيكان دار واحد البرنامج ديال التطوير ديال الكامبوس ديال 5 سنين اللي فيه البني ديال بنايات جداد وتحديد ديال لبلايص ديال الديور ديال الطلبة وديال المستخدمين.,domingo m. lantican wla l3amid dyal lkolya d lghaba f may 1966. lantican dar wa7d lbarnamaj dyal ttatwir dyal lkampus dyal 5 snin lli fih lbni dyal bniyat jdad w t7did dyal lbliyas dyal ddor dyal ttallba w dyal lmostakhdimin.,Domingo M. Lantican became the dean of the College of Forestry in May 1966 . Lantican implemented a 5 @-@ year campus development program which included construction of new buildings and designating areas for dormitories and staff housing .,أصبح دومينغو إم. لانتيكان عميد كلية الغابات في مايو 1966. نفذ لانتيكان برنامجًا لتطوير الحرم الجامعي لمدة 5 سنوات شمل بناء مبانٍ جديدة وتخصيص مناطق للمهاجع وسكن الموظفين.,36,GENERATED
data64069,WIKI_D_02433,D,السيتوزول ولا المادة السيتوبلازمية هو السائل اللي كاين داخل الخلايا. هو اللي كيشكل أغلب السائل اللي داخل الخلايا. هو مقسوم لأجزاء صغيرة بأغشية. مثلاً، المادة الميتوكوندرية كتقسم الميتوكوندريون لأجزاء صغار بزاف.,"sitozol ola l-madda sitoplazmiyya huwa s-su'al li kayn daxl l-xalaaya. huwa lli k-ykiishkil aghlab s-su'al li daxl l-xalaaya. huwa ma'qsum li 'ajza' sghra b-'aghshiya. mimtalan, l-madda mitokondriyya k-taqsim l-mitokondrion li 'ajza' sghar bezzaf.","The cytosol or cytoplasmic matrix is the liquid found inside cells . It constitutes most of the intracellular fluid ( ICF ) . It is separated into compartments by membranes . For example , the mitochondrial matrix separates the mitochondrion into many compartments .",السيتوزول أو المصفوفة السيتوبلازمية هو السائل الموجود داخل الخلايا. وهو يشكل غالبية السائل داخل الخلايا (ICF). وهو مفصول إلى حجيرات بواسطة أغشية. على سبيل المثال، تفصل المصفوفة الميتوكوندرية الميتوكوندريون إلى العديد من الحجيرات.,31,GENERATED
data64070,WIKI_C_05672,C,كوميط تي جوج: الجوج اللوالا من عشرة ديال كوميط جوج ديال RAF ركّبوهم باش يدربو الكرو، و الطيارة اللولة طارت لمرة اللولة في تسعود دجنبر 1955.,"komit t2: ljoj lewla men 3eshra dyal komit 2 dyal RAF rkbuhom bach ydrbo lkro, w tayaara lewla tarit lmerre lewla f tes3ud dijamber 1955.","Comet T2 : The first two of 10 Comet 2s for the RAF were fitted out as crew trainers , with the first aircraft ( <unk> ) flying for the first time on 9 December 1955 .",المذنب تي 2: تم تجهيز أول مذنّبين من أصل 10 مذنبات من طراز 2 لسلاح الجو الملكي كمدربين للطاقم، وحلقت الطائرة الأولى (غير معروف) لأول مرة في 9 ديسمبر 1955.,26,GENERATED
data64071,DATA_20422,B,فضفض ليا: كايلي اللي ما يمكنش تقاومها (2007; ألبوم تجميعي فيه الأغاني السينغل ديال إمبوسيبل برينسيس وأغاني أخرى من الألبوم).,fadfad liya: kayli li ma yemkench tqawemha (2007; alboum tajmi'i fih l'aghani s-singl dyal Impossible Princess w aghani okhra men l'album).,Confide in Me : The Irresistible Kylie ( 2007 ; a compilation album that featured the Impossible Princess singles and other album tracks . ),"ثق بي : كايلي التي لا تقاوم (2007؛ ألبوم تجميعي ضم أغاني ""الأميرة المستحيلة"" المنفردة وأغنيات أخرى من الألبوم).",25,GENERATED
data64072,DATA_24712,B,فاللائحة الحمراء ديال الاتحاد الدولي لحماية الطبيعة، الضلم مسجل على أنه مهدد بالإنقراض حيت التوزيع ديالو متقطع ومحدود والسكان ديالو كينقصو ديما.,"F listih l7amra dyal Ittihad ddawli l7imayat tabi3a, ddlem msjjel 3la ennah mhdad bl inqirad 7it ttauzi3 dyalo mtqatte3 o me7dod o skkan dyalo kijnqso dima.","On the IUCN Red List , the olm is listed as vulnerable because of its fragmented and limited distribution and ever @-@ decreasing population .",في القائمة الحمراء للاتحاد الدولي لحفظ الطبيعة، يُصنف السمندل الشفاف على أنه ضعيف بسبب توزيعه المجزأ والمحدود وانخفاض أعداده باستمرار.,25,GENERATED
data64073,DATA_5688,A,كولشي غادي يتقد ف اللخر,koulchi ghadi yt9ad f llekher,Things will work out in the end,ستتيسر الأمور في النهاية,7,PARTIALLY VALIDATED
data64074,DATA_13701,B,"المجموعة المتنوعة ديال ""إكسبو 67"" اللي كاينة ف متحف و مكتبة هاجلي فيها بزاف ديال المنشورات و الوثائق المتعلقة ب المعرض الدولي و العالمي ديال 1967.","lmajmoo3a lmotanawi3a dyal ""Expo 67"" li kayna f mt7f o maktabat Hagley fiha bzzaf dyal lmanshoorat o lwatha2iq lmot3lliqa b lma3rid ddawli o l3alami dyal 1967.",The Expo 67 miscellany collection at Hagley Museum and Library includes a variety of publications and ephemera associated with the 1967 International and Universal Exposition .,تشمل مجموعة متحف ومكتبة هاغلي المتنوعة الخاصة بمعرض إكسبو 67 مجموعة متنوعة من المنشورات والمواد العابرة المرتبطة بالمعرض الدولي والعالمي لعام 1967.,26,GENERATED
data64075,DATA_7608,A,الله يعاونك أختي إلا دجيجاتك,lah y3awnk akhty ela djiyjatek,god helps you with your chicken,الله يعينك على دجاجتك,6,PARTIALLY VALIDATED
