data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status
data51044,WIKI_D_09236,D,الداخل ديال الشّاپيل متميّز بسقوف دالبالوط مقسومة على ربعة، و الأرض د الزرق و خمسة ديال النوافذ الزجاجية الملونة الأصليين ديال تيفاني. بيت القديس فيه مذبح د العقيق و أرضية فسيفسائية مصنوعة من كتر من عشرين لون ديال الرخام.,"daxil dyal chapel mtmiz bsqof dalbalot maqsuma 3la rba3a, w l'ard dyal zraq w xamsa dyal nawafed zujajiya mulawwana l'asliyin dyal tiffany. bit lqdis fi mdr7 dyal l3a9iq w 'ardiya fsayfsa'iya masnu3a mn ktr mn 3ishrin lon dyal rkhham.","The interior of the chapel is marked by quartered oak ceilings , bluestone floors , and five original Tiffany stained glass windows . The chancel contains an onyx altar and mosaic floor made of more than twenty colors of marble .",يتميز الجزء الداخلي للكنيسة بسقوف من البلوط مقسمة إلى أرباع، وأرضيات من الحجر الأزرق، وخمس نوافذ زجاجية ملونة أصلية من تيفاني. يحتوي المذبح على مذبح من العقيق وأرضية فسيفسائية مصنوعة من أكثر من عشرين لونًا من الرخام.,39,GENERATED
data51045,DATA_7405,A,هاديك طابن لهدية واعرة,hadik taban lihdya wa3ra,that sounds like a fantastic idea,هذه تبدو فكرة رائعة,6,PARTIALLY VALIDATED
data51046,WIKI_C_06310,C,"الطبيب - شي طوبّات كيكونوا ف شي كاميونيطات ديال الإسعاف - بالخصوص ديال الطيارة - كيوظفو أطباء باش يحضرو مع الإسعاف, و كيجيبو معاهم كفايات زايدة بحال الدوايات اللي كيكتبوهم.","ttbib - chi ttabbat kaykunufi shi kamyunitat dyal l'isaf - blkhsus dyal ttyara - kaywazzafu atibba bash yhdru ma' l'isaf, w kiyjibu m3ahum kifayat zayda bhal ddwayyat lli kayktbuhum.","Doctor – Doctors are present on some ambulances – most notably air ambulances – will employ physicians to attend on the ambulances , bringing a full range of additional skills such as use of prescription medicines .",الطبيب - يتواجد أطباء في بعض سيارات الإسعاف - لا سيما سيارات الإسعاف الجوية - سيوظفون أطباء لحضورهم في سيارات الإسعاف، وجلب مجموعة كاملة من المهارات الإضافية مثل استخدام الأدوية الموصوفة.,30,GENERATED
data51047,WIKI_D_07317,D,على اليمين، شي ناس تخوفو باللي السعي باش نخلقو وعي جديد و قيم جديدة غادي يطيح القيم القديمة اللي مجربة مع الوقت. و ناس آخرين تخوفو باللي الاحتفال بالتنوع مغاديش يخلي حتى شي وجهة نظر قوية باش توجه المجتمع.,"3la l ymin, chi nas tkhawfo blly l scay bach nkhla9o wa3y jdid w qyam jdidda ghadi ytih l qyam l qdima lli mjrba m3a l waqt. W nas aktarin tkhawfo blly l i7tifal bl t nawwo3 maghadiych ikhlli 7ta chi wajhet nazr qwiya bach tawajjah l mojtama3.","On the right , some worried that the drive to come up with a new consciousness and new values would topple time @-@ tested old values . Others worried that the celebration of diversity would leave no strong viewpoint in place to guide society .",على اليمين، تخوّف البعض من أن السعي إلى إيجاد وعي جديد وقيم جديدة من شأنه أن يطيح بالقيم القديمة التي اختبرتها الزمن. وتخوّف آخرون من أن الاحتفاء بالتنوع لن يترك أي وجهة نظر قوية لتوجيه المجتمع.,39,GENERATED
data51048,WIKI_D_04481,D,فرانسيس ماربوري (كيتكتب بعض لمرات <unk>) (1555-1611) كان رجل دين، معلم ومسرحي إنجليزي قرا ف كامبريدج. معروف بزاف حيت هو با ديال آن هاتشينسون، لي كتعتابر أشهر (أو أسوأ سمعة) مرا إنجليزية ف أمريكا ف الحقبة الاستعمارية.,"francis marbury (kitytbe b3d l-mrat <unk>) (1555-1611) kan rajl ddin, mo3ellem w mssra7i ingleezi 9ra f cambridge. ma3rouf bzzaf 7it howa ba dyal anne hutchinson, li kta3tebr achhor (aw aswa3 som3a) mra ingleeziya f america f l7e9ba l-isti3mariya.","Francis Marbury ( sometimes spelled <unk> ) ( 1555 – 1611 ) was a Cambridge @-@ educated English cleric , schoolmaster and playwright . He is best known for being the father of Anne Hutchinson , considered the most famous ( or infamous ) English woman in colonial America .",(1555 – 1611) فرانسيس ماربوري (الذي يُكتب أحيانًا <unk>) كان رجل دين ومعلم وكاتب مسرحي إنجليزي تلقى تعليمه في كامبريدج. واشتهر بأنه والد آن هاتشينسون، التي تُعتبر أشهر (أو أسوأ سمعة) امرأة إنجليزية في أمريكا الاستعمارية.,37,GENERATED
data51049,WIKI_D_10935,D,إيلا شفنا ألمانيا غادا تربح خاصنا نعاونو روسيا، و إيلا شفنا روسيا غادا تربح خاصنا نعاونو ألمانيا، و هاكا نخلّيوهوم يقتلو أكبر عدد ممكن واخا مكنبغيش نشوف هتلر رابح بأي طريقة.,"ila shofna l-almanya ghada trbeh khassna n3awnu rrusya, w ila shofna rrusya ghada trbeh khassna n3awnu l-almanya, w haka nkhellihom yqtolu l-kbir li ymken wakha maknch bghit nchuf hitler rabeh b ayi tariqa.","If we see that Germany is winning we ought to help Russia , and if Russia is winning we ought to help Germany , and that way let them kill as many as possible although I don 't want to see Hitler victorious under any circumstances .",إذا رأينا ألمانيا منتصرة، فيجب علينا مساعدة روسيا، وإذا رأينا روسيا منتصرة، فيجب علينا مساعدة ألمانيا، وبهذه الطريقة ندعهم يقتلون أكبر عدد ممكن، على الرغم من أنني لا أريد رؤية هتلر منتصرًا تحت أي ظرف من الظروف.,31,GENERATED
data51050,DATA_22570,B,سور فاليتا البري هو السور الكبير لي كيحمي المدينة من جهة البر. و فيه هاد الأجزاء:,sour Valletta lbəri huwa sour lkbir li kيحmi lmdina mn jiht lbər. u fih had l'ajza':,The Valletta Land Front is the large bastioned enceinte enclosing the landward approach to the city . It consists of the following :,الجبهة الأرضية لفاليتا هي السور الكبير المحصن الذي يحيط بالمدخل البري للمدينة. وهي تتألف مما يلي:,23,GENERATED
data51051,WIKI_D_10087,D,فـ 1952، بانت فواحد من أول سيتكومات ديال التلفازة، سميتها كلاوديا: قصة ديال الزواج، مبنية على واحد السلسلة ديال الأفلام اللي الدور الرئيسي كانت كاتلعبو دوروثي ماكواير. ماكراكن لعبات مع الممثل ديال برودواي هيو ريلي.,"f 1952, banat f wahed mn awl sitcomat dyal telfaza, smitha Claudia: qssat dyal zwayej, mabniya 3la wahed silsila dyal aflam li ad-dor ar-ra'isi kanat katel3bo Dorothy McGuire. McCracken la3bat m3a l-moumtil dyal Broadway Hugh Reilly.","In 1952 , she appeared in one of the first television situation comedies , Claudia : The Story of a Marriage , based on a film series in which the title role was played by Dorothy McGuire . McCracken played opposite Broadway actor Hugh Reilly .","في عام 1952، ظهرت في واحدة من أولى المسلسلات الكوميدية التلفزيونية، ""كلوديا: قصة زواج""، المستندة إلى سلسلة أفلام لعبت فيها دور البطولة دوروثي ماكواير. لعب ماكراكن دورًا مقابل الممثل المسرحي هيو ريلي.",35,GENERATED
data51052,WIKI_D_10517,D,نهار 30 غشت 1930، أرسنال عاون باش يتسجل رقم قياسي جديد ديال الحضور بـ 28.723 فملعب بلومفيلد رود ديال بلاكبول. و عاونو باش يعاودو يسجلوه فالسيزونات اللي جاو موراها بجماهير ديال 29.576 و 30.218.,"nhar 30 ghesht 1930, arsenal 3awen bach yetsjel re9m 9yassi jdide dyal lhضور b 28723 f mal3ab bloomfield road dyal blackpool. w 3awno bach y3awdo ysejlo f sezona li jaw moraha b jmaher dyal 29576 w 30218.","On 30 August 1930 , Arsenal helped create a new attendance record of 28 @,@ 723 at Blackpool 's Bloomfield Road ground . They helped set it again over the next two seasons with crowds of 29 @,@ 576 and 30 @,@ 218 .","في الثلاثين من أغسطس عام 1930، ساهم أرسنال في تحقيق رقم قياسي جديد للحضور بلغ 28,723 متفرجًا في ملعب بلومفيلد رود التابع لبلاكبول. وساعدوا في تحطيم هذا الرقم مرة أخرى خلال الموسمين التاليين بحشود بلغت 29,576 و 30,218 متفرجًا.",34,GENERATED
data51053,DATA_16419,B,"برا المصارعة المحترفة، دار بزاف ديال الظهورات كضيف ف الأفلام و التلفزيون، و منها الدور الرئيسي ف فيلم ""The Chaperone"" اللي نتجاتو WWE Studios.","bra lmosara3a lmohtarifa, dar bzaf dyal dhohorat kdif f aflam w تلفزيون, w minha dor ra2isi f film ""The Chaperone"" li ntajato WWE Studios.","Outside of professional wrestling , he has made numerous guest appearances in film and on television , including the lead role in the WWE Studios production The Chaperone .",خارج نطاق مصارعة المحترفين، ظهر عدة مرات كضيف في السينما والتلفزيون، بما في ذلك الدور الرئيسي في إنتاج WWE Studios، فيلم The Chaperone.,29,GENERATED
data51054,WIKI_C_07068,C,"""أغنية ""I See the Light"" ربحات جائزة جمعية نقاد السينما د لاس فيغاس لأحسن أغنية ف 2010، و جائزة أحسن أغنية مكتوبة لوسائل الإعلام المرئية ف الدورة 54 د الغرامي ف 2012.""","aghniya ""i see the light"" reb7at jayezit jam3it niqqad sinima las vegas l7sen aghniya f 2010, w jayezit a7sen aghniya ktbat lwasayel الاعلام lmar2iya f dourt 54 dyal lgrammy f 2012.",""" I See the Light "" went on to win the Las Vegas Film Critics Society Award for Best Song in 2010 , and the Best Song Written for Visual Media Award at the 54th Grammy Awards in 2012 .","وفازت أغنية ""أرى النور"" بجائزة جمعية نقاد السينما في لاس فيغاس لأفضل أغنية عام 2010، وجائزة أفضل أغنية كُتبت لوسائل الإعلام المرئية في حفل توزيع جوائز جرامي الرابع والخمسين عام 2012.",32,GENERATED
data51055,DATA_2314,A,أنا فرحان بزاف ملي وليت مع المجموعة.,ana far7an bzaf mli wlit m3a lmjmo3a.,I'm very happy to join the group.,أنا سعيد جدًا بالانضمام إلى المجموعة.,7,PARTIALLY VALIDATED
data51056,DATA_16587,B,تلال تسيمبا، بونيس - بورتون، الجنوب الغربي د المحيط الهادي 1943 – 45، تحرير غينيا الجديدة الأسترالية.,"tlal tsimba, bonis - borton, ljanoub lgharbi d lmohit lhadi 1943-45, tahrir ghinia ljadida lostralia.","Tsimba Ridge , Bonis – Porton , South @-@ West Pacific 1943 – 45 , Liberation of Australian New Guinea .",تلال تسيمبا، بونيس – بورتون، جنوب غرب المحيط الهادئ 1943-1945، تحرير غينيا الجديدة الأسترالية.,21,GENERATED
data51057,WIKI_C_07950,C,مارتن أوهاڭان، صحفي ديال الجريدة ديال The Sunday World، تقتل نهار 28 شهر تسعود عام 2001 قدام مرتو حدا دارو فديك المدينة.,"martin o'hagan, s7afi dyal l جريدة dyal the sunday world, tqtel nhar 28 shhar tsood 3am 2001 qdam marto 7da daro f dik lmdina.","Martin O 'Hagan , a journalist for The Sunday World newspaper , was murdered on the 28th of September 2001 in front of his wife near his own home in the town .","قُتِل الصحفي مارتن أوهيغان، الذي يعمل بصحيفة ""صنداي ورلد""، في الثامن والعشرين من سبتمبر عام 2001 أمام زوجته بالقرب من منزله في البلدة.",22,GENERATED
data51058,DATA_11208,A,تعطلي بزّاف باش تزيد ف طول,t3etli bezzaf bach tzid f tol,you are too late to  grow taller,لقد فات الأوان لكي تطول,7,PARTIALLY VALIDATED
data51059,DATA_7330,A,تدريبات ديالنا و لپريباريشن نفعونا بزّاف فلماكتش ديال ليوم,tedribat dialna ou lpreparation nef3ouna bezzaf flmactch dial lyoum,our training really paid off in today's match,لقد أثمر تدريبنا حقًا في مباراة اليوم,8,PARTIALLY VALIDATED
data51060,DATA_3876,A,خلينا نقول بجوج مع الصعوبة لي عندك,khalina ngolo bjoj m3a So3oba li3ndak,Let's say together with your difficulty,لِنقُلْ مَعًا مَعَ صُعُوبَتِكَ,6,PARTIALLY VALIDATED
data51061,WIKI_D_08525,D,لكوطا على حوت ساي ف الشمال ديال المحيط الأطلسي بدات ف 1977. المخزون اللي ف النص الجنوبي تحما ف 1979. وبسباب الأدلة اللي كانت كتزيد باللي بزاف ديال الأنواع ديال الحوت مهددة بالانقراض، الـ IWC دارت واحد المنع كامل على الصيد التجاري ديال الحوت بدا ف 1986.,"lekota 3la hoot sai f shmal dyal lmo7it latlasi bdat f 1977. lmakzoun li f nass janoubi t7ma f 1979. wbsbab l2adella li kanet katziid bli bzaf dyal l2anwa3 dyal l7out mahdouda b l9irad, l IWC dart wa7d lman3 kamel 3la ssed ttijari dyal l7out bda f 1986.","Quotas on sei whales in the North Atlantic began in 1977 . Southern Hemisphere stocks were protected in 1979 . Facing mounting evidence that several whale species were threatened with extinction , the IWC established a complete moratorium on commercial whaling beginning in 1986 .",بدأت الحصص المفروضة على الحيتان الزرقاء في شمال المحيط الأطلسي في عام 1977. وتمت حماية مخزونات النصف الجنوبي في عام 1979. وفي مواجهة الأدلة المتزايدة على أن عدة أنواع من الحيتان مهددة بالانقراض، فرضت اللجنة الدولية لصيد الحيتان وقفاً كاملاً للصيد التجاري للحيتان اعتبارًا من عام 1986.,47,GENERATED
data51062,WIKI_D_10923,D,"فاللي دابا ألمانيا، لبلايص اللي مسمّيين على ثور مسجّلين بواحد الشوية، ولكن شي عدد ديال لبلايص اللي مسمّيين ""دونرسبيرج"" (ألمانية ""جبل دونر"") يمكن يكون سميتهوم جاية من الإله دونر، الشكل الجرماني الجنوبي ديال سمية الإله.","felli daba l'almanya, lbwayes lli msmmyin 3la thor msjlyn bwa7d shwiya, walakin shi 3adad dyal lbwayes lli msmmyin ""donnersberg"" (almanya ""jbel donner"") ymken ykun smayathom jayya mn l'ilah donner, shkel l'almanya jnouby dyal smyit l'ilah.","In what is now Germany , locations named after Thor are sparsely recorded , but an amount of locations called <unk> ( German "" Donner 's mountain "" ) may derive their name from the deity Donner , the southern Germanic form of the god 's name .","في ما يُعرف الآن بألمانيا، المواقع المسماة على اسم ثور قليلة التسجيل، ولكن قد يكون عدد من المواقع المسماة ""دونرسبيرج"" (الألمانية ""جبل دونر"") استمدت اسمها من الإله دونر، الشكل الجرماني الجنوبي لاسم الإله.",35,GENERATED
data51063,WIKI_D_08734,D,السلسلة تصوّرات فبرلين الغربية و مارسيليا كإنتاج مشترك ألماني غربي، فرنسي و أمريكي من طرف Intercontinental Television Films و <unk>. السلسلة تدوزت في بزاف ديال لبلايص ف لميريكان و لكن دازت تا فالساحل الشرقي على DuMont Television Network.,"slslsl tsawwrat fbrlin lghrbiya w marseille kaintejag moshtarak almanya ghrybi , fransaw w amriki min taraf intercontinental television films w <unk>. slslsl tdawazat f bzaf dyal lbliys f lmirikan w lkin dazat ta lsa7l sharqi 3la dumont television network.","The series was filmed in West Berlin and Marseille as a West German , French and American co @-@ production by Intercontinental Television Films and <unk> . The series aired in syndication throughout most of the U.S. but also aired on the east coast on the DuMont Television Network .",تم تصوير المسلسل في برلين الغربية ومرسيليا كإنتاج مشترك ألماني غربي وفرنسي وأمريكي بواسطة إنتركونتيننتال تيليفيجن فيلمز و <unk>. عُرض المسلسل في تآزر في معظم أنحاء الولايات المتحدة ولكن عُرض أيضًا على الساحل الشرقي على شبكة تلفزيون دومون.,38,GENERATED
data51064,DATA_24882,B,ضرب الكرة البيضاء فشي كورة ولا جوج من الكرات الآخرين و من بعد تدخل في القرعة حتى تطيح على جنبها كتحسب 5 نقاط.,"Dreb l-koura l-bayda f shi koura wla jouj mn l-kourat lakhrin w mn b3d tdkhel f l-qr3a hta tti7 3la jenbha, kتحسب 5 nqat.",Caroming the cue ball off one or both object balls and then into the bottle knocking it onto its side scores 5 points ;,تُحرز 5 نقاط بضرب الكرة الأمامية لتصطدم بكرة واحدة أو كلتي الكرتين الهدفين ثم تصطدم بالزجاجة فتسقطها على جانبها؛,24,GENERATED
data51065,DATA_10472,A,مانضنش غادي تختار أشنو دير مورا الباك,mandench ghadi te5tar achno dir mora lbac,I dont think you will choose what to do,لا أعتقد أنك ستختار ما ستفعله,9,PARTIALLY VALIDATED
data51066,WIKI_C_05168,C,الخدمة ديال رحمان فالتوينتي تواينتي برا الكريكت الدولية كانت هي البانغلاديش بريمير ليغ، حيث لعب مع دكا ديناميتس فالموسم ديال 2015. خدا 14 وحدة ف 10 ديال الماتشات فهاد البطولة.,"lkhdma dyal rahman faltwenti twenti bra lkriket ddawliya kanat hiya lbangladich premier lig, hith la3b m3a daka dynamites f lmousm dyal 2015. khda 14 wa7da f 10 dyal lmachat f had lbtoola.","Rahman 's professional Twenty20 career outside international cricket was the Bangladesh Premier League , where he played for Dhaka Dynamites in its 2015 season . He took 14 wickets in 10 matches in that tournament .",كانت مسيرة رحمان الاحترافية في دوري توينتي توينتي خارج الكريكيت الدولية هي دوري بنغلاديش الممتاز، حيث لعب مع فريق دكا ديناميتس في موسم 2015. وقد حقق 14 ويكيت في 10 مباريات في تلك البطولة.,30,GENERATED
data51067,DATA_15031,B,الأتمتة كتزيد فالإنتاجية لأقصى حد و كتنقص من احتمال الخطأ ولا التلوّث اللي كيوقع فالمناولة اليدوية. دابا كاينين أجهزة اللي كيديرو التحليل من الأول حتى اللخر بوحدهم.,l'atmt ka tzid fel'intajiya l'aqsa 7ed o ka tnqess men i7timal lkheta2 wla t-telweth lli kaywqe3 felmnaoula l'yadawiya. daba kaynin ajhiza lli kaydiro t-te7lil men l'awwel 7etta llekher bou7dhoum.,Automation maximises throughput and reduces the possibility of error or contamination during manual handling . Single devices to do the assay from beginning to end are now available .,تعمل الأتمتة على زيادة الإنتاجية إلى أقصى حد وتقليل احتمالية الخطأ أو التلوث أثناء المناولة اليدوية. تتوفر الآن أجهزة فردية لإجراء الفحص من البداية إلى النهاية.,29,GENERATED
data51068,DATA_18091,B,واحد الفكرة كانت عند فرانك دارابونت على الحلقة اللولة ديال الموسم ما تدارتش، كايقولو بالسباب ديال التقشف (ولا نقص الفلوس).,"wa7ed lfikra kanet 3end frank darabont 3la l7elqa lowla dyal lmawsim ma tdaratch, kayqolo bsbab dya ttaqachof (wella neqs lflous).","An early concept for the season premiere by Frank Darabont never materialized , allegedly as a result of budget cuts .",لم تتحقق فكرة مبكرة للمسلسل من قبل فرانك دارابونت ، ويُزعم أنها كانت نتيجة لتخفيضات في الميزانية.,21,GENERATED
data51069,DATA_11261,A,تعطلتي بزّاف باش دير لموسيقا,t3etlti bezzaf bach dir lmosi9a,you are too late to make music,لقد فات الأوان لتأليف الموسيقى,7,PARTIALLY VALIDATED
data51070,WIKI_C_11360,C,من بعد التقاعد، باكلو بقى فديك البلاصة ديال دي سي. من 1974 ل 1984، كان هو الممثل ديال دي سي لواحد الشركة ديال لوزيانا اللي كاتصاوب الطوبات.,"men b3d tta9a3d, baklew b9a f dik blasa dyal DC. men 1974 l 1984, kan howa l mtl dyal DC l wa7d sharika dyal louiziana li katkhasab t-to9bat.","After retirement , Bucklew remained in the D.C. area . From 1974 to 1984 , he served as the D.C. representative for <unk> , a Louisiana boat @-@ building company .",بعد التقاعد، ظل باكلو في منطقة واشنطن العاصمة. من عام 1974 إلى عام 1984، شغل منصب الممثل في واشنطن العاصمة لشركة <unk>، وهي شركة لبناء القوارب في لويزيانا.,27,GENERATED
data51071,WIKI_C_07320,C,ف 1915، شي ألف طوموبيل فالعام كانو كيدخلو للسفاري، داكشي دار صداع مع الخيل والكرويلات ديالهم. ف اللخر منعو الناس يركبو على الخيل ف الطريق.,"f 1915, shi alf tomobil f l3am kanu kidkhlo l sfari, dakchi dar sda3 ma3 lkhayl w lkwriyyalat dyalhom. f l5ir m3nu nas yrkbu 3la l5ayl f tri9.","By 1915 , 1 @,@ 000 automobiles per year were entering the park , resulting in conflicts with horses and horse @-@ drawn transportation . Horse travel on roads was eventually prohibited .",بحلول عام 1915، دخلت ألف سيارة سنويًا إلى الحديقة، مما أدى إلى صراعات مع الخيول ووسائل النقل التي تجرها الخيول. تم حظر السفر بالخيول على الطرق في النهاية.,25,GENERATED
