data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status
data64049,WIKI_D_03880,D,"كانت رذرفورد معمدانية بإيمان قوي وكانت كاتعبّر على ""اهتمام كبير باللياقة والأخلاق"" في الكتب ديالها، و كانت كتنتقد ""الكتّاب اللي كايصوّرو الجنسانية علانية أو اللي كانو كيعيشو بطرق رذرفورد كانت كاتشوفها غيير أخلاقية."" كانت كاتشكر الأعمال ديال الكتّاب الجنوبيين والكتّابات.","kanet rutherford me3mdaniya b iman qwi w kanet kat3ber 3la ""htimam kbir bl liyaqa w l akhlaq"" f l ktob dyalha, w kanet katntqed ""l ktob lli kayesawwo l jinsiya 3alniya aw lli kanaw ka3ichu b tarq rutherford kanet katshufha ghyr akhlaqiya."" kanet katshkor l a3mal dyal l ktob l janobiyin w l ktibat.","Rutherford was a devout Methodist with a strong faith and expressed ""great interest in physical fitness and morality"" in her books, and she criticized ""writers who openly sexualized femininity or those who lived in ways Rutherford considered morally reprehensible."" She praised the works of Southern writers and writers.","كانت رذرفورد مسيحية متدينة بثقة قوية و كانت تعبر عن ""اهتمام كبير باللياقة البدنية والاخلاق"" في كتبها، و كانت تنقد ""الكتاب الذين يصرّفون الجنسانية علانية أو الذين يعيشون بطريقة كانت رذرفورد تعتبرها غير أخلاقية."" و كانت تشكر أعمال الكتاب الجنوبيين والكتاب.",40,GENERATED
data64050,DATA_14472,B,فرقة دورست دولفينز VI للكريكيت - تأسسات ف 2013 - فرقة كريكيت د الناس اللي ناقصين فالبصر - كتمثل دورست - ستيف بيلي - كابيتان/مدرب.,Firqat Dorset Dolphins VI lil-kriket - Tassissat f 2013 - Firqat kriket d n-nas lli naqssin falbasar - Katmatel Dorset - Steve Bailey - Kaptan/mudarrab.,The Dolphin's VI Cricket Team - Founded in 2013 - A cricket team for people with visual impairments representing Dorset - Steve Bailey - Captain/Coach.,فريق دورست دولفينز السادس للكريكيت - تأسس في عام 2013 - فريق كريكيت للمشجعين ذوي الإعاقة البصرية ي đạiثل دورست - ستيف بيلي - قائد/مدرب.,23,GENERATED
data64051,WIKI_D_05795,D,من بعد الغزو النورماندي، المئة ديال لي دابا هي إيستبورن، كانت مملوكة لروبرت، الكونت ديال مورتين، خو ويليام الفاتح من الأم. كتاب دومزدي كيذكر 28 حقل، كنيسة، طاحونة ديال الما، مصايد ديال الحوت و مقالي ديال الملح.,"mn b3d lghzw normanDi, lmiya dyal li daba hiya eastbourne, kanat mmluka l robert, lcount dyal mortain, khu william l fati7 mn l2om. ktab doomsday kidkr 28 7aql, knisa, 7na dyal lma, msa2id dyal l7out w m9ali dyal lml7.","After the Norman Conquest, the hundred that is now Eastbourne was owned by Robert, Count of Mortain, William the Conqueror's half-brother. The Domesday Book mentions 28 fields, a church, a watermill, a fishery and a saltworks.",بعد الغزو النورماندي، المائة التي هي الآن إيستبورن كانت مملوكة لروبرت، كونت مورتين، شقيق وليام الفاتح من الأم. يذكر كتاب دومزدي 28 حقلًا، كنيسة، طاحونة للماء، مصايد للأسماك و مصنع الملح.,37,GENERATED
data64052,WIKI_D_07300,D,براين روش و دانييل برينكمان قتارحو باللي التفاعل الاجتماعي ديال داسبليتوصوروس كان غادي يشبه بزاف التنين كومودو ديال دابا، فين الأفراد اللي ما كيتعاونوش كيتجمعو على الجثث، و بزاف ما كيهاجمو و حتى كياكلو بعضياتهم. الدليل على أكل لحوم البشر عند داسبليتوصوروس تنشر ف 2015.,"brayn rosh w daniel brinkman ktar7o bli tafa3ol l social dyal daspletosaurus kan gaadi ys7eb bezzaf tnin komodo dyal daba, fin l'afrad lli ma kiyta3awnush kiyTma3o 3la l joth, w bezzaf ma kihajmo w 7ta kiyaklo b3diyathom. l'adila 3la akl l7om l bachar 3nd daspletosaurus tanasher f 2015.","Brian Roach and Daniel Brinkman have suggested that Daspletosaurus social interaction would have more closely resembled the modern Komodo dragon , where non @-@ cooperative individuals mob carcasses , frequently attacking and even cannibalizing each other in the process . Evidence of cannibalism in Daspletosaurus was published in 2015 .",اقترح براين روش ودانييل برينكمان أن التفاعل الاجتماعي للداسبليتوصوروس كان سيشبه عن كثب تنين كومودو الحديث، حيث تتجمع الأفراد غير المتعاونة حول الجثث، وغالباً ما تهاجم بعضها البعض بل وتأكلها. نُشر دليل على أكل لحوم البشر في الداسبليتوصوروس في عام 2015.,45,GENERATED
data64053,WIKI_C_06964,C,و واحد الـ EP تابع سميتو Trouble – Norwegian Live EP طلقوه في الصيف ديال 2001، فيه خمسة ديال لي مورصو تسجلو live من طرف الفرقة في Rockefeller Music Hall في أوسلو، النرويج.,"w 7ed l-EP tab3 tsemma Trouble – Norwegian Live EP tlqoh f ssyf dyal 2001, fih 5 dyal l-morso tsjlo live men tarf l-fraq f Rockefeller Music Hall f Oslo, l-norway.","One of their EPs, titled ""Trouble – Norwegian Live EP"", was released in the summer of 2001, featuring five live tracks recorded by the band at the Rockefeller Music Hall in Oslo, Norway.","وواحدة من إصداراتهم المتميزة، حملت عنوان ""Trouble – Norwegian Live EP""، صدرت في صيف عام 2001، وتحتوي على خمسة أغاني حية سجلت من قبل الفرقة في صالة روكفلر للموسيقى في أوسلو، النرويج.",33,GENERATED
data64054,WIKI_C_12010,C,فلبولو، الكارد ديال المرمى كيلعب دور آخر مدافع بين هجوم ديال الفرقة الأخرى و البوطو ديالهم، اللي فيه جوج فاصلة تمانية د المترو مربع.,"fel polo, lkard dyal lmerma kil3ab dor akhir mdefa3 bin hajum dyal lferqa lakhra w lbotto dyalhom, li fih jouj fasla temnya d lmetro merba3.","Philou, the card of the goalkeeper plays a different role from the other team's defense, which has two eight-metro squares in the metro area.","فيلبولو، kart al-qadi al-muramiyah tala'at waz'if ghayr mukhtalif min waz'if al-himaya al-ukhra, allati fiha juz'ay thamaniyat tamanin mitra fi al-mutarim al-muqawim.",24,GENERATED
data64055,WIKI_D_00397,D,"""من بعد ما تعين برادمان كابتن ديال ليكيب ديال أستراليا مور التور ديال جنوب إفريقيا، حيدو كلاري غريميت، وخلّاو أوريلي هو الركيزة ديال الهجوم ديال البولينغ ديال أستراليا ف التور ديال آشز ضد MCC عام 1936-37.""","mn b3d ma t3yn bradman kapitan dyal l'equipe dyal ustralya mur tour dyal janub ifriqya, 7aydu clarie grimmett, w khllaw o'reilly huwa rkiza dyal l'hujum dyal bowling dyal ustralya f tour dyal ashes d1a MCC 3am 1936-37.","After being appointed as the captain of the Australian cricket team after the tour of South Africa, Clarrie Grimmett, and Oriel Henry, we left Alick McEvedy as the cornerstone of the Australian bowling attack in the Ashes against MCC in the 1936-37 season.",بعد تعيينه قائدًا للفريق الكريكتاوي الأسترالي بعد جولة جنوب أفريقيا، كلاري غريمت، وأورييل هنري، تركنا أليك مكيفيدي كالركيزة الأساسية للهجوم الكريكتاوي الأسترالي في جولة آشز ضد نادي ميدلزبرو عام 1936-37.,36,GENERATED
data64056,WIKI_D_02522,D,"فمتى، عيسى كينتقد الضربة ديال التلميذ بالسيف، وكيوصي التلاميذ ديالو ما يقاوموش الاعتقال ديالو. وكيقول: ""كل من خدا السيف بالسيف يموت.""","f matya, issa kinteqdeād  leāđra dyal  el  teđem  beđ  sef, w  kiwussi  teđ  lem  dyalo  ma  yeqawmo  sh  le  reāt  dyalo. w  kiqul: ""kol  men  khda  sef  beđ  sef  ymut.""","When, Jesus, he criticized the student for being hit with a sword, and advised his students not to resist his arrest. He said: ""Whoever takes the sword by the sword will die by the sword.""","عندما، عيسى، انتقد الطالب لانتمائه للضرب بالسيف، وأوصى طلابه بالعدول عن المقاومة لاعتقاله. وقال: ""من أخذ السيف بالسيف فسيُقتل بالسيف.""",21,GENERATED
data64057,WIKI_C_02863,C,الجهة الغربية ديال أراد فيها تربة اللوس، أما الجهة الشرقية فيها صخور رسوبية، بحال الكلس والصوان والدولوميت.,"ljiha lghrbiya dyal Arad fiha trba l'loess, amma ljiha sharqiya fiha sokhour rsobiya, bhal lkalk ws'wan wdolomit.","The western area is where they wanted to find the soil of the Loess, while the eastern area has sedimentary rocks, such as limestone, travertine, and dolomite.",المنطقة الغربية هي المنطقة التي أرادوا فيها العثور على تربة اللوس، بينما المنطقة الشرقية تحتوي على صخور رسوبية، مثل الحجر الجيري والترابنتين والدوولوميت.,17,GENERATED
data64058,DATA_24966,B,على حساب Allmusic، النسخة المنفردة كتكون مسجلة بطول ما بين 3 دقائق و 14 ثانية و 3 دقائق و 20 ثانية في ألبومات مختلفة.,"3la hsab Allmusic, nneskha lmonfarida katkon msejjla btol ma bin 3 dqaeq w 14 tania w 3 dqaeq w 20 tania fi alboumat mokhtalifa.","According to Allmusic, the solo version will be recorded in a duration of between 3 minutes and 14 seconds and 3 minutes and 20 seconds in different albums.",وفقاً لما ذكره Allmusic، فإن النسخة المنفردة سوف يتم تسجيلها في وقت يتراوح بين 3 دقائق و 14 ثانية و 3 دقائق و 20 ثانية في ألبومات مختلفة.,23,GENERATED
data64059,DATA_6989,A,يالله نتجمعو نتفرجو فكاع لأفلام القديمة لي كيعجبونا,yallah ntjm3ou ntfrjou f ga3 l aflam l9dam li ki3jbouna,We'll gather and search for old movies that we find interesting.,سنجمع ونبحث عن أفلام قديمة نجد أنها مثيرة للاهتمام.,11,GENERATED
data64060,WIKI_D_09144,D,"كيتوصف ب ""لاعب متعدد بزاف و عندو طاقة ما كتقاداش""، كريتشل كيبغي يلعب بزاف فدفاع على اليمين، واخا يقدر يلعب حتى على اليسار أولا فالوسط. فاش كان فلاماصة ديال ويماوث، كان كيلعب مهاجم.","kitwsef b ""laa3ib mte3dd bzzaf w 3ndoo ta9a ma kti9dsh"", critchell kaybghi yel3b bzzaf f dfs 3la l ymeen, wakhha ygdr yel3b hta 3la l yssar awla f l wssT. fach kan f l amas de weymouth, kan yel3b mhhajm.","He is described as a ""multi-talented player with immense energy"", Krychowiak plays a lot on the right side of defense, and although he can play on the left or in the middle as well. When he was at Wolfsburg, he played as a striker.","يوصف بأنه ""لاعب متعدد المواهب بذكاء فائق""، يلعب كريبغي كثيرًا في الدفاع على الجانب الأيمن، وبالرغم من قدرته على اللعب على الجانب الأيسر أو في الوسط أيضًا. عندما كان في فيولفزبرغ، كان يلعب كحارس مرمى.",33,GENERATED
data64061,WIKI_C_07658,C,بيدرو كانو * : جندي ميريكاني. تزاد ف لا موريطا، لمكسيك. على قبل شي فعلات ديال الشجاعة ف حرب ف <unk>، ألمانيا، نهار 3 دجنبر 1944.,"bidro kano*: jondi f l-jish l-amriki. tzad f la morita, l-meksik. 3la qbel shi f3alat dyal shja3a f 7arb f <unk>, almania, nhar 3 dyunbir 1944.","Pedro Cano * : an American soldier. He was born in Morocco, Mexico. He performed some acts of bravery during the war in Germany on December 3, 1944.",بيدرو كانو * : جندي أمريكي. ولد في المغرب، المكسيك. قام بأعمال شجاعة خلال الحرب في ألمانيا في 3 ديسمبر 1944.,26,GENERATED
data64062,WIKI_D_05864,D,اللعابة ديال Bunnies & Burrows كيلعبو الدور ديال الأرانب كشخصياتهم. التفاعل مع بزاف ديال أنواع الحيوانات جزء من اللعب العادي. البشر، اللي طريقة تفكيرهم ودوافعهم غريبة بالمرة، هوما الوحوش الوحيدين اللي ممكن يتلاقاو بيهم.,"l3aba dyal Bunnies & Burrows kayel3bo ddrour dyal l'aranib kshakhsyathom. ttafakol m3a bzzaf dyal anwa3 lhyawanat joz2 mn l'ab l3adi. lbshar, lli tari9t tafkirhom w dawafi3hom ghariba b lmra, homa lwohooch lwahidyn lli momkin itla9aw bihom.","Those Bunnies & Burrows characters play the role of rabbits. Interacting with various types of animals is a part of normal play. Humans, with their strange way of thinking and motivations, are the only monsters that can interact with them.",تلك الشخصيات من بونيز و بوروز تلعب دور الأرانب. التفاعل مع أنواع الحيوانات المختلفة جزء من اللعب العادي. البشر، بفكرتهم الغريبة ودوافعهم، هم الوحوش الوحيدة التي يمكن أن تتفاعل معهم.,34,GENERATED
data64063,WIKI_C_09795,C,"الأستاذ رحيم، المدير ديال داك الشي، قال: ""بجمع كبار الأساتذة مع كبار الشركات، كنظن نقدروا نوجدو التكنولوجيا اللي غاتنفعنا في المستقبل.""","l'ostad rahim, lmdir dyal dak chi, qal: ""b jm3 kbar l'stada m3 kbar sh-sharikat, kanzunn an9dru nwajdu t-teknolojia lli ghatnf3na f l-mustaqbal.""","The professor Rahim, the director of that thing, said: ""By gathering the senior professors with senior companies, we think we can find the technology that will benefit us in the future.""","قال الأستاذ رحيم، مدير ذلك الأمر،: ""بجمع كبار الأساتذة مع كبار الشركات، فنحن نعتقد أننا قد نستطيع العثور على التكنولوجيا التي سوف نستفيد منها في المستقبل.""",21,GENERATED
data64064,DATA_2283,A,ولاكن قلتي ليا بللي مشيتي فشهر العسل!,walakin glti liya bli mchiti fcha8r l3asal!,"But I told you, I'm walking in the month of Sha'ban!",ولكن قلت لك، أني مشي في شهر شعبان!,9,GENERATED
data64065,DATA_22140,B,شيوعيين غربيين نشرو بروباݣاندا السوفياتية، بحال ألتر برودي (قدمو كورليس لامونت) نشر كتاب ورا القطيعة لبولونية السوفياتية.,"shyou3iyyin gharbiyyin neshrou broubaganda ssovyatiya, bhal alter broudi (qeddmu courliss lamount) neshr ketab wra lqati3a lboulouniya ssovyatiya.","Western communists disseminated Soviet propaganda, such as Altai Brodsky (who introduced Corliss Lamont) publishing ""Behind the Break"" on Soviet Poland.","نشر الشيوعيون الغربيون الترويج السوفيتي، مثل ألتاي برودسكي (الذي قدم كورليس لامونت) نشر "" وراء الانفصال"" عن بولندا السوفيتية.",27,GENERATED
data64066,DATA_6265,A,بعيد ب واحد مية ميترو على هنا,b3id b wa7d myat mitro 3la hna,It's about one kilometer away from here.,يبعد عن هنا حوالي كيلومتر واحد.,6,GENERATED
data64067,WIKI_C_01873,C,"لامريسيوم ما كايتسنعش نيشان من اليورانيوم - اللي هو المادة اللي كاينة بزاف فالمفاعلات - ولكن من البلوطونيوم 239. هاد اللخر خاصو يتصاوب هو اللول, بهاد العملية النووية:","lamricium ma kaytsna3ch nishan men l'uraniyum - li huwa l'ma7d li kayna bzaf fel mafe3lat - walakin men l'blutuniyum 239. had l'kher khasou ytsawb howa l'lawwal, behad l'3amaliya n'nawiya:","I'm not sure about the chain of command in the reactors, which are mostly made of uranium, but the last one, plutonium 239, needs to be split in this nuclear process.",لا أستطيع أن أكون متأكداً من سلسلة القيادة في المفاعلات، التي يتم إنتاجها بشكل أساسي من اليورانيوم، ولكن الأخير، البلوطونيوم 239، يحتاج إلى الانشطار في هذه العملية النووية.,28,GENERATED
data64068,WIKI_C_11736,C,دومينݣو إم لانتيكان ولا العميد ديال الكلية دالغابة فماي 1966. لانتيكان دار واحد البرنامج ديال التطوير ديال الكامبوس ديال 5 سنين اللي فيه البني ديال بنايات جداد وتحديد ديال لبلايص ديال الديور ديال الطلبة وديال المستخدمين.,domingo m. lantican wla l3amid dyal lkolya d lghaba f may 1966. lantican dar wa7d lbarnamaj dyal ttatwir dyal lkampus dyal 5 snin lli fih lbni dyal bniyat jdad w t7did dyal lbliyas dyal ddor dyal ttallba w dyal lmostakhdimin.,The Dominique Imbert was neither the dean of the forestry college in May 1966 nor the director of the development program of the 5-year campus which included the construction of new buildings and the definition of the locations of the students' and users' dormitories.,كان دومينيك إمبرت لا رئيسًا للكلية الغابوية في مايو 1966 ولا مديرًا لبرنامج التطوير لمرحلة الكامبوس الخمس سنوات التي شملت بناء المباني الجديدة وتحديد مواقع غرف الطلاب والمستخدمين.,36,GENERATED
data64069,WIKI_D_02433,D,السيتوزول ولا المادة السيتوبلازمية هو السائل اللي كاين داخل الخلايا. هو اللي كيشكل أغلب السائل اللي داخل الخلايا. هو مقسوم لأجزاء صغيرة بأغشية. مثلاً، المادة الميتوكوندرية كتقسم الميتوكوندريون لأجزاء صغار بزاف.,"sitozol ola l-madda sitoplazmiyya huwa s-su'al li kayn daxl l-xalaaya. huwa lli k-ykiishkil aghlab s-su'al li daxl l-xalaaya. huwa ma'qsum li 'ajza' sghra b-'aghshiya. mimtalan, l-madda mitokondriyya k-taqsim l-mitokondrion li 'ajza' sghar bezzaf.","Citosol and cytoplasmic material is the liquid that is inside the cells. It is the one that forms most of the liquid inside the cells. It is divided into small parts by membranes. For example, the mitochondrial material divides the mitochondria into small parts.",السيتوزول والمادة السيتوبلازمية هو السائل الذي يوجد داخل الخلايا. هو الذي يتشكل معظم السائل الذي يوجد داخل الخلايا. يُقسم إلى أجزاء صغيرة بواسطة الأغشية. على سبيل المثال، المادة الميتوكوندرية تقسم الميتوكوندريا إلى أجزاء صغيرة.,31,GENERATED
data64070,WIKI_C_05672,C,كوميط تي جوج: الجوج اللوالا من عشرة ديال كوميط جوج ديال RAF ركّبوهم باش يدربو الكرو، و الطيارة اللولة طارت لمرة اللولة في تسعود دجنبر 1955.,"komit t2: ljoj lewla men 3eshra dyal komit 2 dyal RAF rkbuhom bach ydrbo lkro, w tayaara lewla tarit lmerre lewla f tes3ud dijamber 1955.","The second Comet: The tenth of ten Comet 2s of RAF were used to train pilots, and the first one flew for the first time on 10 December 1955.",الكوميت الثاني: استخدمت العاشرة من عشرة كوميتات 2 من القوات الجوية الملكية البريطانية لتدريب الطيارين، وطارت الطائرة الأولى في 10 ديسمبر 1955 للميلاد.,26,GENERATED
data64071,DATA_20422,B,فضفض ليا: كايلي اللي ما يمكنش تقاومها (2007; ألبوم تجميعي فيه الأغاني السينغل ديال إمبوسيبل برينسيس وأغاني أخرى من الألبوم).,fadfad liya: kayli li ma yemkench tqawemha (2007; alboum tajmi'i fih l'aghani s-singl dyal Impossible Princess w aghani okhra men l'album).,He went crazy: Impossible Princess (2007; a compilation album featuring the singles from the album and other songs from the album).,قام بفقد عقله: الأميرة المستحيلة (2007; ألبوم تجميعي يحتوي على الأغاني المنفردة من الألبوم بالإضافة إلى بعض الأغاني الأخرى).,25,GENERATED
data64072,DATA_24712,B,فاللائحة الحمراء ديال الاتحاد الدولي لحماية الطبيعة، الضلم مسجل على أنه مهدد بالإنقراض حيت التوزيع ديالو متقطع ومحدود والسكان ديالو كينقصو ديما.,"F listih l7amra dyal Ittihad ddawli l7imayat tabi3a, ddlem msjjel 3la ennah mhdad bl inqirad 7it ttauzi3 dyalo mtqatte3 o me7dod o skkan dyalo kijnqso dima.","The Red List of the International Union for Conservation of Nature has classified this species as endangered, as its distribution is fragmented and limited, and its population is constantly declining.",سجل الاتحاد الدولي لحماية الطبيعة هذا النوع في قائمة الأنواع المهددة بالإنقراض، بسبب توزيعه المتناثر والمحدود، وتراجع أعداده بشكل مستمر.,25,GENERATED
data64073,DATA_5688,A,كولشي غادي يتقد ف اللخر,koulchi ghadi yt9ad f llekher,Everything will be fine in the end.,سوف يكون كل شيء على ما يرام في النهاية.,7,GENERATED
data64074,DATA_13701,B,"المجموعة المتنوعة ديال ""إكسبو 67"" اللي كاينة ف متحف و مكتبة هاجلي فيها بزاف ديال المنشورات و الوثائق المتعلقة ب المعرض الدولي و العالمي ديال 1967.","lmajmoo3a lmotanawi3a dyal ""Expo 67"" li kayna f mt7f o maktabat Hagley fiha bzzaf dyal lmanshoorat o lwatha2iq lmot3lliqa b lma3rid ddawli o l3alami dyal 1967.","The diverse collection of ""Expo 67"" located in the Haji Hagley Museum and Library, which contains a large number of publications and documents related to the 1967 International and World Expo.","مجموعة متنوعة من ""إكسبو 67"" الموجودة في متحف و مكتبة هاجلي، والتي تحتوي على عدد كبير من المنشورات و الوثائق المتعلقة بالمعرض الدولي العالمي لعام 1967.",26,GENERATED
data64075,DATA_7608,A,الله يعاونك أختي إلا دجيجاتك,lah y3awnk akhty ela djiyjatek,"May God help you, sister, except for your noise.",الله يعينك اختي إلا صوتك.,6,GENERATED
data64076,DATA_16919,B,فـ 1989، الملحن لمريکاني هنري مانسيني و الاوركسترا الملكية الفيلهارمونية سجلو نسخة أوركسترالية ديال الأغنية.,"f 1989, lmul77in lmerikani henri mansini w l'orkestra lmalakiya lfilharmuniya sejlo nusxa orkestr'aliya dyal l'oghniya.","In 1989, composer Henry Mancini and the Royal Philharmonic Orchestra recorded an orchestral version of the song.",في عام 1989، سجل الملحن هنري مانسيني وأوركسترا الفيلهارمونية الملكية نسخة أوركسترالية من الأغنية.,20,GENERATED
